id,rank,Issue,Article ID,Tag ID,Article Title
117,26,3,brilliant,disciplines-economics,"Brilliant! New Art from London,' Walker Art Center, 1995–96"
117,26,3,brilliant,methods-exhibition-histories,"Brilliant! New Art from London,' Walker Art Center, 1995–96"
118,27,3,real-life,century-1900–1999,Real/Life: New British Art' and the Reception of Contemporary British Art in Japan
118,27,3,real-life,asia-japan,Real/Life: New British Art' and the Reception of Contemporary British Art in Japan
118,27,3,real-life,cities-tokyo,Real/Life: New British Art' and the Reception of Contemporary British Art in Japan
118,27,3,real-life,cities-kyoto,Real/Life: New British Art' and the Reception of Contemporary British Art in Japan
118,27,3,real-life,material-medium-and-technique-sculpture,Real/Life: New British Art' and the Reception of Contemporary British Art in Japan
118,27,3,real-life,material-medium-and-technique-film,Real/Life: New British Art' and the Reception of Contemporary British Art in Japan
118,27,3,real-life,methods-exhibition-histories,Real/Life: New British Art' and the Reception of Contemporary British Art in Japan
118,27,3,real-life,disciplines-curating,Real/Life: New British Art' and the Reception of Contemporary British Art in Japan
118,27,3,real-life,audiences-reception,Real/Life: New British Art' and the Reception of Contemporary British Art in Japan
119,28,3,kapoor-venice-1990,century-1900–1999,"With the Void, Full Powers: Anish Kapoor and the Venice Biennale of 1990"
119,28,3,kapoor-venice-1990,europe-italy,"With the Void, Full Powers: Anish Kapoor and the Venice Biennale of 1990"
119,28,3,kapoor-venice-1990,cities-venice,"With the Void, Full Powers: Anish Kapoor and the Venice Biennale of 1990"
119,28,3,kapoor-venice-1990,material-medium-and-technique-sculpture,"With the Void, Full Powers: Anish Kapoor and the Venice Biennale of 1990"
119,28,3,kapoor-venice-1990,material-medium-and-technique-land-art,"With the Void, Full Powers: Anish Kapoor and the Venice Biennale of 1990"
119,28,3,kapoor-venice-1990,methods-exhibition-histories,"With the Void, Full Powers: Anish Kapoor and the Venice Biennale of 1990"
119,28,3,kapoor-venice-1990,people-and-identities-immigration-and-diaspora,"With the Void, Full Powers: Anish Kapoor and the Venice Biennale of 1990"
119,28,3,kapoor-venice-1990,disciplines-postcolonial-studies,"With the Void, Full Powers: Anish Kapoor and the Venice Biennale of 1990"
119,28,3,kapoor-venice-1990,disciplines-curating,"With the Void, Full Powers: Anish Kapoor and the Venice Biennale of 1990"
119,28,3,kapoor-venice-1990,politics-and-economics-nationalism,"With the Void, Full Powers: Anish Kapoor and the Venice Biennale of 1990"
119,28,3,kapoor-venice-1990,styles-and-movements-minimalism,"With the Void, Full Powers: Anish Kapoor and the Venice Biennale of 1990"
120,29,3,hatoum-istanbul-1995,century-1900–1999,Disorienting the Art World: Mona Hatoum in Istanbul
120,29,3,hatoum-istanbul-1995,asia-turkey,Disorienting the Art World: Mona Hatoum in Istanbul
120,29,3,hatoum-istanbul-1995,europe-united-kingdom,Disorienting the Art World: Mona Hatoum in Istanbul
120,29,3,hatoum-istanbul-1995,asia-lebanon,Disorienting the Art World: Mona Hatoum in Istanbul
120,29,3,hatoum-istanbul-1995,cities-istanbul,Disorienting the Art World: Mona Hatoum in Istanbul
120,29,3,hatoum-istanbul-1995,uk-regions-london,Disorienting the Art World: Mona Hatoum in Istanbul
120,29,3,hatoum-istanbul-1995,material-medium-and-technique-sculpture,Disorienting the Art World: Mona Hatoum in Istanbul
120,29,3,hatoum-istanbul-1995,material-medium-and-technique-film,Disorienting the Art World: Mona Hatoum in Istanbul
120,29,3,hatoum-istanbul-1995,material-medium-and-technique-installation-art,Disorienting the Art World: Mona Hatoum in Istanbul
120,29,3,hatoum-istanbul-1995,methods-exhibition-histories,Disorienting the Art World: Mona Hatoum in Istanbul
120,29,3,hatoum-istanbul-1995,disciplines-curating,Disorienting the Art World: Mona Hatoum in Istanbul
120,29,3,hatoum-istanbul-1995,politics-and-economics-decolonisation,Disorienting the Art World: Mona Hatoum in Istanbul
120,29,3,hatoum-istanbul-1995,people-and-identities-islam,Disorienting the Art World: Mona Hatoum in Istanbul
123,1,4,editorial-4,century-1900–1999,Editorial
124,2,4,new-brutalist-image,century-1900–1999,"New Brutalist Image 1949–55: 'atlas to a new world' or, 'trying to look at things today'"
124,2,4,new-brutalist-image,europe-united-kingdom,"New Brutalist Image 1949–55: 'atlas to a new world' or, 'trying to look at things today'"
124,2,4,new-brutalist-image,uk-regions-london,"New Brutalist Image 1949–55: 'atlas to a new world' or, 'trying to look at things today'"
124,2,4,new-brutalist-image,material-medium-and-technique-photography,"New Brutalist Image 1949–55: 'atlas to a new world' or, 'trying to look at things today'"
124,2,4,new-brutalist-image,material-medium-and-technique-publications-and-print-ephemera,"New Brutalist Image 1949–55: 'atlas to a new world' or, 'trying to look at things today'"
124,2,4,new-brutalist-image,material-medium-and-technique-interior-decoration,"New Brutalist Image 1949–55: 'atlas to a new world' or, 'trying to look at things today'"
124,2,4,new-brutalist-image,people-and-identities-networks,"New Brutalist Image 1949–55: 'atlas to a new world' or, 'trying to look at things today'"
124,2,4,new-brutalist-image,methods-exhibition-histories,"New Brutalist Image 1949–55: 'atlas to a new world' or, 'trying to look at things today'"
124,2,4,new-brutalist-image,artistic-practice-artistic-collaboration,"New Brutalist Image 1949–55: 'atlas to a new world' or, 'trying to look at things today'"
124,2,4,new-brutalist-image,audiences-display,"New Brutalist Image 1949–55: 'atlas to a new world' or, 'trying to look at things today'"
124,2,4,new-brutalist-image,styles-and-movements-brutalism,"New Brutalist Image 1949–55: 'atlas to a new world' or, 'trying to look at things today'"
124,2,4,new-brutalist-image,styles-and-movements-conceptual-art,"New Brutalist Image 1949–55: 'atlas to a new world' or, 'trying to look at things today'"
126,3,4,london-art-auction-1870-1835,century-1700–1799,"The Temporal Dimensions of the London Art Auction, 1780–1835"
126,3,4,london-art-auction-1870-1835,century-1800–1899,"The Temporal Dimensions of the London Art Auction, 1780–1835"
126,3,4,london-art-auction-1870-1835,europe-united-kingdom,"The Temporal Dimensions of the London Art Auction, 1780–1835"
126,3,4,london-art-auction-1870-1835,uk-regions-london,"The Temporal Dimensions of the London Art Auction, 1780–1835"
126,3,4,london-art-auction-1870-1835,material-medium-and-technique-paintings,"The Temporal Dimensions of the London Art Auction, 1780–1835"
126,3,4,london-art-auction-1870-1835,methods-data-analysis,"The Temporal Dimensions of the London Art Auction, 1780–1835"
126,3,4,london-art-auction-1870-1835,disciplines-digital-art-history,"The Temporal Dimensions of the London Art Auction, 1780–1835"
126,3,4,london-art-auction-1870-1835,people-and-identities-networks,"The Temporal Dimensions of the London Art Auction, 1780–1835"
126,3,4,london-art-auction-1870-1835,audiences-art-market,"The Temporal Dimensions of the London Art Auction, 1780–1835"
126,3,4,london-art-auction-1870-1835,places-archives,"The Temporal Dimensions of the London Art Auction, 1780–1835"
126,3,4,london-art-auction-1870-1835,styles-and-movements-georgian,"The Temporal Dimensions of the London Art Auction, 1780–1835"
126,3,4,london-art-auction-1870-1835,styles-and-movements-victorian,"The Temporal Dimensions of the London Art Auction, 1780–1835"
127,4,4,rehanging-reynolds,century-1800–1899,Rehanging Reynolds at the British Institution: Methods for Reconstructing Ephemeral Displays
127,4,4,rehanging-reynolds,europe-united-kingdom,Rehanging Reynolds at the British Institution: Methods for Reconstructing Ephemeral Displays
127,4,4,rehanging-reynolds,uk-regions-london,Rehanging Reynolds at the British Institution: Methods for Reconstructing Ephemeral Displays
127,4,4,rehanging-reynolds,material-medium-and-technique-paintings,Rehanging Reynolds at the British Institution: Methods for Reconstructing Ephemeral Displays
127,4,4,rehanging-reynolds,material-medium-and-technique-architecture,Rehanging Reynolds at the British Institution: Methods for Reconstructing Ephemeral Displays
127,4,4,rehanging-reynolds,audiences-art-market,Rehanging Reynolds at the British Institution: Methods for Reconstructing Ephemeral Displays
127,4,4,rehanging-reynolds,audiences-display,Rehanging Reynolds at the British Institution: Methods for Reconstructing Ephemeral Displays
127,4,4,rehanging-reynolds,disciplines-digital-art-history,Rehanging Reynolds at the British Institution: Methods for Reconstructing Ephemeral Displays
127,4,4,rehanging-reynolds,audiences-reception,Rehanging Reynolds at the British Institution: Methods for Reconstructing Ephemeral Displays
127,4,4,rehanging-reynolds,methods-exhibition-histories,Rehanging Reynolds at the British Institution: Methods for Reconstructing Ephemeral Displays
127,4,4,rehanging-reynolds,styles-and-movements-georgian,Rehanging Reynolds at the British Institution: Methods for Reconstructing Ephemeral Displays
128,5,4,insurgent-citizenship,century-1800–1899,Insurgent Citizenship: Dr John Nicholas Tresidder's Photographs of War and Peace in British India
128,5,4,insurgent-citizenship,asia-india,Insurgent Citizenship: Dr John Nicholas Tresidder's Photographs of War and Peace in British India
128,5,4,insurgent-citizenship,cities-kanpur,Insurgent Citizenship: Dr John Nicholas Tresidder's Photographs of War and Peace in British India
128,5,4,insurgent-citizenship,material-medium-and-technique-albums,Insurgent Citizenship: Dr John Nicholas Tresidder's Photographs of War and Peace in British India
128,5,4,insurgent-citizenship,material-medium-and-technique-photography,Insurgent Citizenship: Dr John Nicholas Tresidder's Photographs of War and Peace in British India
128,5,4,insurgent-citizenship,material-medium-and-technique-publications-and-print-ephemera,Insurgent Citizenship: Dr John Nicholas Tresidder's Photographs of War and Peace in British India
128,5,4,insurgent-citizenship,history-british-empire,Insurgent Citizenship: Dr John Nicholas Tresidder's Photographs of War and Peace in British India
128,5,4,insurgent-citizenship,politics-and-economics-conflict-and-war,Insurgent Citizenship: Dr John Nicholas Tresidder's Photographs of War and Peace in British India
128,5,4,insurgent-citizenship,people-and-identities-identity,Insurgent Citizenship: Dr John Nicholas Tresidder's Photographs of War and Peace in British India
128,5,4,insurgent-citizenship,people-and-identities-indigenous-peoples-and-cultures,Insurgent Citizenship: Dr John Nicholas Tresidder's Photographs of War and Peace in British India
128,5,4,insurgent-citizenship,genres-portraiture,Insurgent Citizenship: Dr John Nicholas Tresidder's Photographs of War and Peace in British India
128,5,4,insurgent-citizenship,people-and-identities-race,Insurgent Citizenship: Dr John Nicholas Tresidder's Photographs of War and Peace in British India
128,5,4,insurgent-citizenship,styles-and-movements-victorian,Insurgent Citizenship: Dr John Nicholas Tresidder's Photographs of War and Peace in British India
129,6,4,duncan-grant-bathing,century-1900–1999,"“The Mirror-Like Sea”: A Bloomsbury Vision of Same-Sex Desire In Duncan Grant's 'Bathing', 1911"
129,6,4,duncan-grant-bathing,europe-united-kingdom,"“The Mirror-Like Sea”: A Bloomsbury Vision of Same-Sex Desire In Duncan Grant's 'Bathing', 1911"
129,6,4,duncan-grant-bathing,material-medium-and-technique-murals,"“The Mirror-Like Sea”: A Bloomsbury Vision of Same-Sex Desire In Duncan Grant's 'Bathing', 1911"
129,6,4,duncan-grant-bathing,disciplines-art-criticism,"“The Mirror-Like Sea”: A Bloomsbury Vision of Same-Sex Desire In Duncan Grant's 'Bathing', 1911"
129,6,4,duncan-grant-bathing,places-art-schools,"“The Mirror-Like Sea”: A Bloomsbury Vision of Same-Sex Desire In Duncan Grant's 'Bathing', 1911"
129,6,4,duncan-grant-bathing,disciplines-art-theory,"“The Mirror-Like Sea”: A Bloomsbury Vision of Same-Sex Desire In Duncan Grant's 'Bathing', 1911"
129,6,4,duncan-grant-bathing,people-and-identities-class,"“The Mirror-Like Sea”: A Bloomsbury Vision of Same-Sex Desire In Duncan Grant's 'Bathing', 1911"
129,6,4,duncan-grant-bathing,people-and-identities-queer-cultures,"“The Mirror-Like Sea”: A Bloomsbury Vision of Same-Sex Desire In Duncan Grant's 'Bathing', 1911"
129,6,4,duncan-grant-bathing,people-and-identities-eroticism,"“The Mirror-Like Sea”: A Bloomsbury Vision of Same-Sex Desire In Duncan Grant's 'Bathing', 1911"
129,6,4,duncan-grant-bathing,disciplines-literature,"“The Mirror-Like Sea”: A Bloomsbury Vision of Same-Sex Desire In Duncan Grant's 'Bathing', 1911"
129,6,4,duncan-grant-bathing,environments-nature,"“The Mirror-Like Sea”: A Bloomsbury Vision of Same-Sex Desire In Duncan Grant's 'Bathing', 1911"
129,6,4,duncan-grant-bathing,environments-water,"“The Mirror-Like Sea”: A Bloomsbury Vision of Same-Sex Desire In Duncan Grant's 'Bathing', 1911"
129,6,4,duncan-grant-bathing,people-and-identities-sexuality,"“The Mirror-Like Sea”: A Bloomsbury Vision of Same-Sex Desire In Duncan Grant's 'Bathing', 1911"
129,6,4,duncan-grant-bathing,styles-and-movements-byzantine,"“The Mirror-Like Sea”: A Bloomsbury Vision of Same-Sex Desire In Duncan Grant's 'Bathing', 1911"
129,6,4,duncan-grant-bathing,styles-and-movements-classicism,"“The Mirror-Like Sea”: A Bloomsbury Vision of Same-Sex Desire In Duncan Grant's 'Bathing', 1911"
129,6,4,duncan-grant-bathing,styles-and-movements-modernism,"“The Mirror-Like Sea”: A Bloomsbury Vision of Same-Sex Desire In Duncan Grant's 'Bathing', 1911"
132,7,4,thomas-rowlandson,century-1700–1799,Super-size caricature: Thomas Rowlandson's 'Place des Victoires' at the Society of Artists in 1783
132,7,4,thomas-rowlandson,europe-united-kingdom,Super-size caricature: Thomas Rowlandson's 'Place des Victoires' at the Society of Artists in 1783
132,7,4,thomas-rowlandson,uk-regions-london,Super-size caricature: Thomas Rowlandson's 'Place des Victoires' at the Society of Artists in 1783
132,7,4,thomas-rowlandson,material-medium-and-technique-prints,Super-size caricature: Thomas Rowlandson's 'Place des Victoires' at the Society of Artists in 1783
132,7,4,thomas-rowlandson,material-medium-and-technique-drawing,Super-size caricature: Thomas Rowlandson's 'Place des Victoires' at the Society of Artists in 1783
132,7,4,thomas-rowlandson,material-medium-and-technique-publications-and-print-ephemera,Super-size caricature: Thomas Rowlandson's 'Place des Victoires' at the Society of Artists in 1783
132,7,4,thomas-rowlandson,aesthetics-satire,Super-size caricature: Thomas Rowlandson's 'Place des Victoires' at the Society of Artists in 1783
132,7,4,thomas-rowlandson,methods-exhibition-histories,Super-size caricature: Thomas Rowlandson's 'Place des Victoires' at the Society of Artists in 1783
132,7,4,thomas-rowlandson,audiences-art-market,Super-size caricature: Thomas Rowlandson's 'Place des Victoires' at the Society of Artists in 1783
132,7,4,thomas-rowlandson,aesthetics-copies,Super-size caricature: Thomas Rowlandson's 'Place des Victoires' at the Society of Artists in 1783
132,7,4,thomas-rowlandson,audiences-display,Super-size caricature: Thomas Rowlandson's 'Place des Victoires' at the Society of Artists in 1783
132,7,4,thomas-rowlandson,politics-and-economics-nationalism,Super-size caricature: Thomas Rowlandson's 'Place des Victoires' at the Society of Artists in 1783
132,7,4,thomas-rowlandson,styles-and-movements-georgian,Super-size caricature: Thomas Rowlandson's 'Place des Victoires' at the Society of Artists in 1783
131,8,4,exit-theory-photography,century-1900–1999,Exit Theory: Thinking Photography and Thinking History from One Crisis to Another
131,8,4,exit-theory-photography,material-medium-and-technique-photography,Exit Theory: Thinking Photography and Thinking History from One Crisis to Another
131,8,4,exit-theory-photography,politics-and-economics-activism-and-protest,Exit Theory: Thinking Photography and Thinking History from One Crisis to Another
131,8,4,exit-theory-photography,aesthetics-appropriation,Exit Theory: Thinking Photography and Thinking History from One Crisis to Another
131,8,4,exit-theory-photography,disciplines-art-theory,Exit Theory: Thinking Photography and Thinking History from One Crisis to Another
131,8,4,exit-theory-photography,politics-and-economics-capitalism,Exit Theory: Thinking Photography and Thinking History from One Crisis to Another
131,8,4,exit-theory-photography,politics-and-economics-feminism,Exit Theory: Thinking Photography and Thinking History from One Crisis to Another
131,8,4,exit-theory-photography,methods-historiography,Exit Theory: Thinking Photography and Thinking History from One Crisis to Another
131,8,4,exit-theory-photography,aesthetics-institutional-critique,Exit Theory: Thinking Photography and Thinking History from One Crisis to Another
131,8,4,exit-theory-photography,politics-and-economics-racism,Exit Theory: Thinking Photography and Thinking History from One Crisis to Another
131,8,4,exit-theory-photography,styles-and-movements-conceptual-art,Exit Theory: Thinking Photography and Thinking History from One Crisis to Another
133,9,4,martin-parr,century-1900–1999,Martin Parr
133,9,4,martin-parr,europe-united-kingdom,Martin Parr
133,9,4,martin-parr,uk-regions-scotland,Martin Parr
133,9,4,martin-parr,uk-regions-south-west,Martin Parr
133,9,4,martin-parr,uk-regions-south-east,Martin Parr
133,9,4,martin-parr,uk-regions-london,Martin Parr
133,9,4,martin-parr,material-medium-and-technique-photography,Martin Parr
133,9,4,martin-parr,people-and-identities-class,Martin Parr
133,9,4,martin-parr,disciplines-urban-studies,Martin Parr
133,9,4,martin-parr,genres-portraiture,Martin Parr
133,9,4,martin-parr,aesthetics-satire,Martin Parr
133,9,4,martin-parr,disciplines-cultural-studies,Martin Parr
125,10,4,ycba-conference,century-1800–1899,Conference Proceedings: 'Photography and Britishness'
125,10,4,ycba-conference,century-1900–1999,Conference Proceedings: 'Photography and Britishness'
125,10,4,ycba-conference,asia-india,Conference Proceedings: 'Photography and Britishness'
125,10,4,ycba-conference,africa-ethiopia,Conference Proceedings: 'Photography and Britishness'
125,10,4,ycba-conference,oceania-aotearoa-new-zealand,Conference Proceedings: 'Photography and Britishness'
125,10,4,ycba-conference,europe-ireland,Conference Proceedings: 'Photography and Britishness'
125,10,4,ycba-conference,uk-regions-london,Conference Proceedings: 'Photography and Britishness'
125,10,4,ycba-conference,asia-sri-lanka,Conference Proceedings: 'Photography and Britishness'
125,10,4,ycba-conference,continents-europe,Conference Proceedings: 'Photography and Britishness'
125,10,4,ycba-conference,europe-united-kingdom,Conference Proceedings: 'Photography and Britishness'
125,10,4,ycba-conference,material-medium-and-technique-albums,Conference Proceedings: 'Photography and Britishness'
125,10,4,ycba-conference,material-medium-and-technique-craft,Conference Proceedings: 'Photography and Britishness'
125,10,4,ycba-conference,material-medium-and-technique-photography,Conference Proceedings: 'Photography and Britishness'
125,10,4,ycba-conference,material-medium-and-technique-publications-and-print-ephemera,Conference Proceedings: 'Photography and Britishness'
125,10,4,ycba-conference,history-british-empire,Conference Proceedings: 'Photography and Britishness'
125,10,4,ycba-conference,people-and-identities-class,Conference Proceedings: 'Photography and Britishness'
125,10,4,ycba-conference,politics-and-economics-conflict-and-war,Conference Proceedings: 'Photography and Britishness'
125,10,4,ycba-conference,politics-and-economics-feminism,Conference Proceedings: 'Photography and Britishness'
125,10,4,ycba-conference,people-and-identities-identity,Conference Proceedings: 'Photography and Britishness'
125,10,4,ycba-conference,people-and-identities-indigenous-peoples-and-cultures,Conference Proceedings: 'Photography and Britishness'
125,10,4,ycba-conference,environments-landscape,Conference Proceedings: 'Photography and Britishness'
125,10,4,ycba-conference,genres-portraiture,Conference Proceedings: 'Photography and Britishness'
125,10,4,ycba-conference,politics-and-economics-the-state,Conference Proceedings: 'Photography and Britishness'
142,1,5,rocky-mountains,century-1900–1999,Between a Rock and a Blue Chair: David Hockney’s 'Rocky Mountains and Tired Indians' (1965)
142,1,5,rocky-mountains,europe-united-kingdom,Between a Rock and a Blue Chair: David Hockney’s 'Rocky Mountains and Tired Indians' (1965)
142,1,5,rocky-mountains,north-america-united-states-of-america,Between a Rock and a Blue Chair: David Hockney’s 'Rocky Mountains and Tired Indians' (1965)
142,1,5,rocky-mountains,cities-iowa-city,Between a Rock and a Blue Chair: David Hockney’s 'Rocky Mountains and Tired Indians' (1965)
142,1,5,rocky-mountains,material-medium-and-technique-paintings,Between a Rock and a Blue Chair: David Hockney’s 'Rocky Mountains and Tired Indians' (1965)
142,1,5,rocky-mountains,history-ancient-egypt,Between a Rock and a Blue Chair: David Hockney’s 'Rocky Mountains and Tired Indians' (1965)
142,1,5,rocky-mountains,aesthetics-appropriation,Between a Rock and a Blue Chair: David Hockney’s 'Rocky Mountains and Tired Indians' (1965)
142,1,5,rocky-mountains,artistic-practice-artistic-process,Between a Rock and a Blue Chair: David Hockney’s 'Rocky Mountains and Tired Indians' (1965)
142,1,5,rocky-mountains,people-and-identities-class,Between a Rock and a Blue Chair: David Hockney’s 'Rocky Mountains and Tired Indians' (1965)
142,1,5,rocky-mountains,people-and-identities-indigenous-peoples-and-cultures,Between a Rock and a Blue Chair: David Hockney’s 'Rocky Mountains and Tired Indians' (1965)
142,1,5,rocky-mountains,environments-nature,Between a Rock and a Blue Chair: David Hockney’s 'Rocky Mountains and Tired Indians' (1965)
142,1,5,rocky-mountains,people-and-identities-sexuality,Between a Rock and a Blue Chair: David Hockney’s 'Rocky Mountains and Tired Indians' (1965)
142,1,5,rocky-mountains,environments-travel,Between a Rock and a Blue Chair: David Hockney’s 'Rocky Mountains and Tired Indians' (1965)
142,1,5,rocky-mountains,styles-and-movements-pop,Between a Rock and a Blue Chair: David Hockney’s 'Rocky Mountains and Tired Indians' (1965)
143,2,5,after-antique,century-1800–1899,"Drawing after the Antique at the British Museum, 1809–1817: “Free” Art Education and the Advent of the Liberal State"
143,2,5,after-antique,europe-united-kingdom,"Drawing after the Antique at the British Museum, 1809–1817: “Free” Art Education and the Advent of the Liberal State"
143,2,5,after-antique,uk-regions-london,"Drawing after the Antique at the British Museum, 1809–1817: “Free” Art Education and the Advent of the Liberal State"
143,2,5,after-antique,material-medium-and-technique-drawing,"Drawing after the Antique at the British Museum, 1809–1817: “Free” Art Education and the Advent of the Liberal State"
143,2,5,after-antique,material-medium-and-technique-sculpture,"Drawing after the Antique at the British Museum, 1809–1817: “Free” Art Education and the Advent of the Liberal State"
143,2,5,after-antique,places-archives,"Drawing after the Antique at the British Museum, 1809–1817: “Free” Art Education and the Advent of the Liberal State"
143,2,5,after-antique,artistic-practice-artistic-process,"Drawing after the Antique at the British Museum, 1809–1817: “Free” Art Education and the Advent of the Liberal State"
143,2,5,after-antique,places-art-schools,"Drawing after the Antique at the British Museum, 1809–1817: “Free” Art Education and the Advent of the Liberal State"
143,2,5,after-antique,audiences-collecting,"Drawing after the Antique at the British Museum, 1809–1817: “Free” Art Education and the Advent of the Liberal State"
143,2,5,after-antique,disciplines-education,"Drawing after the Antique at the British Museum, 1809–1817: “Free” Art Education and the Advent of the Liberal State"
143,2,5,after-antique,places-museums-and-galleries,"Drawing after the Antique at the British Museum, 1809–1817: “Free” Art Education and the Advent of the Liberal State"
143,2,5,after-antique,people-and-identities-networks,"Drawing after the Antique at the British Museum, 1809–1817: “Free” Art Education and the Advent of the Liberal State"
143,2,5,after-antique,politics-and-economics-the-state,"Drawing after the Antique at the British Museum, 1809–1817: “Free” Art Education and the Advent of the Liberal State"
143,2,5,after-antique,styles-and-movements-classicism,"Drawing after the Antique at the British Museum, 1809–1817: “Free” Art Education and the Advent of the Liberal State"
143,2,5,after-antique,styles-and-movements-georgian,"Drawing after the Antique at the British Museum, 1809–1817: “Free” Art Education and the Advent of the Liberal State"
145,3,5,vorticism-aesthetics,century-1900–1999,"A “Modern Rendezvous” in London: Painters, Pilots, and Edward Wadsworth’s 'A Short Flight' (1914)"
145,3,5,vorticism-aesthetics,europe-united-kingdom,"A “Modern Rendezvous” in London: Painters, Pilots, and Edward Wadsworth’s 'A Short Flight' (1914)"
145,3,5,vorticism-aesthetics,europe-italy,"A “Modern Rendezvous” in London: Painters, Pilots, and Edward Wadsworth’s 'A Short Flight' (1914)"
145,3,5,vorticism-aesthetics,material-medium-and-technique-publications-and-print-ephemera,"A “Modern Rendezvous” in London: Painters, Pilots, and Edward Wadsworth’s 'A Short Flight' (1914)"
145,3,5,vorticism-aesthetics,material-medium-and-technique-paintings,"A “Modern Rendezvous” in London: Painters, Pilots, and Edward Wadsworth’s 'A Short Flight' (1914)"
145,3,5,vorticism-aesthetics,material-medium-and-technique-mass-media,"A “Modern Rendezvous” in London: Painters, Pilots, and Edward Wadsworth’s 'A Short Flight' (1914)"
145,3,5,vorticism-aesthetics,disciplines-technology,"A “Modern Rendezvous” in London: Painters, Pilots, and Edward Wadsworth’s 'A Short Flight' (1914)"
145,3,5,vorticism-aesthetics,politics-and-economics-conflict-and-war,"A “Modern Rendezvous” in London: Painters, Pilots, and Edward Wadsworth’s 'A Short Flight' (1914)"
145,3,5,vorticism-aesthetics,politics-and-economics-nationalism,"A “Modern Rendezvous” in London: Painters, Pilots, and Edward Wadsworth’s 'A Short Flight' (1914)"
145,3,5,vorticism-aesthetics,environments-aerial-views,"A “Modern Rendezvous” in London: Painters, Pilots, and Edward Wadsworth’s 'A Short Flight' (1914)"
145,3,5,vorticism-aesthetics,styles-and-movements-vorticism,"A “Modern Rendezvous” in London: Painters, Pilots, and Edward Wadsworth’s 'A Short Flight' (1914)"
145,3,5,vorticism-aesthetics,styles-and-movements-modernism,"A “Modern Rendezvous” in London: Painters, Pilots, and Edward Wadsworth’s 'A Short Flight' (1914)"
80,4,5,lowry-local,century-1900–1999,Lowry and the Local
80,4,5,lowry-local,europe-united-kingdom,Lowry and the Local
80,4,5,lowry-local,cities-manchester,Lowry and the Local
80,4,5,lowry-local,material-medium-and-technique-drawing,Lowry and the Local
80,4,5,lowry-local,material-medium-and-technique-paintings,Lowry and the Local
80,4,5,lowry-local,material-medium-and-technique-maps,Lowry and the Local
80,4,5,lowry-local,people-and-identities-class,Lowry and the Local
80,4,5,lowry-local,politics-and-economics-labour,Lowry and the Local
80,4,5,lowry-local,disciplines-urban-studies,Lowry and the Local
80,4,5,lowry-local,disciplines-economics,Lowry and the Local
80,4,5,lowry-local,methods-mapping,Lowry and the Local
134,5,5,hereford-intro,century-1800–1899,"Resurrection, Re-Imagination, Reconstruction: New Viewpoints on the Hereford Screen"
134,5,5,hereford-intro,europe-united-kingdom,"Resurrection, Re-Imagination, Reconstruction: New Viewpoints on the Hereford Screen"
134,5,5,hereford-intro,cities-hereford,"Resurrection, Re-Imagination, Reconstruction: New Viewpoints on the Hereford Screen"
134,5,5,hereford-intro,material-medium-and-technique-metalwork,"Resurrection, Re-Imagination, Reconstruction: New Viewpoints on the Hereford Screen"
134,5,5,hereford-intro,material-medium-and-technique-sculpture,"Resurrection, Re-Imagination, Reconstruction: New Viewpoints on the Hereford Screen"
134,5,5,hereford-intro,aesthetics-aesthetics,"Resurrection, Re-Imagination, Reconstruction: New Viewpoints on the Hereford Screen"
134,5,5,hereford-intro,places-archives,"Resurrection, Re-Imagination, Reconstruction: New Viewpoints on the Hereford Screen"
134,5,5,hereford-intro,people-and-identities-christianity,"Resurrection, Re-Imagination, Reconstruction: New Viewpoints on the Hereford Screen"
134,5,5,hereford-intro,audiences-display,"Resurrection, Re-Imagination, Reconstruction: New Viewpoints on the Hereford Screen"
134,5,5,hereford-intro,places-museums-and-galleries,"Resurrection, Re-Imagination, Reconstruction: New Viewpoints on the Hereford Screen"
134,5,5,hereford-intro,genres-religious-art-and-architecture,"Resurrection, Re-Imagination, Reconstruction: New Viewpoints on the Hereford Screen"
134,5,5,hereford-intro,styles-and-movements-gothic,"Resurrection, Re-Imagination, Reconstruction: New Viewpoints on the Hereford Screen"
134,5,5,hereford-intro,styles-and-movements-revivalism,"Resurrection, Re-Imagination, Reconstruction: New Viewpoints on the Hereford Screen"
134,5,5,hereford-intro,styles-and-movements-victorian,"Resurrection, Re-Imagination, Reconstruction: New Viewpoints on the Hereford Screen"
135,6,5,victorian-approaches,century-1800–1899,Theology and Threshold: Victorian Approaches to Reviving Choir and Rood Screens
135,6,5,victorian-approaches,europe-united-kingdom,Theology and Threshold: Victorian Approaches to Reviving Choir and Rood Screens
135,6,5,victorian-approaches,cities-hereford,Theology and Threshold: Victorian Approaches to Reviving Choir and Rood Screens
135,6,5,victorian-approaches,material-medium-and-technique-metalwork,Theology and Threshold: Victorian Approaches to Reviving Choir and Rood Screens
135,6,5,victorian-approaches,people-and-identities-christianity,Theology and Threshold: Victorian Approaches to Reviving Choir and Rood Screens
135,6,5,victorian-approaches,genres-religious-art-and-architecture,Theology and Threshold: Victorian Approaches to Reviving Choir and Rood Screens
135,6,5,victorian-approaches,styles-and-movements-gothic,Theology and Threshold: Victorian Approaches to Reviving Choir and Rood Screens
135,6,5,victorian-approaches,styles-and-movements-revivalism,Theology and Threshold: Victorian Approaches to Reviving Choir and Rood Screens
